"Absolute way";"Relative way";"Class"
"D:/dataset/random_dataset/03137.jpg";"dataset/random_dataset/03137.jpg";"tiger"
"D:/dataset/random_dataset/05724.jpg";"dataset/random_dataset/05724.jpg";"tiger"
"D:/dataset/random_dataset/04738.jpg";"dataset/random_dataset/04738.jpg";"tiger"
"D:/dataset/random_dataset/06203.jpg";"dataset/random_dataset/06203.jpg";"tiger"
"D:/dataset/random_dataset/04865.jpg";"dataset/random_dataset/04865.jpg";"tiger"
"D:/dataset/random_dataset/00113.jpg";"dataset/random_dataset/00113.jpg";"tiger"
"D:/dataset/random_dataset/03127.jpg";"dataset/random_dataset/03127.jpg";"tiger"
"D:/dataset/random_dataset/02158.jpg";"dataset/random_dataset/02158.jpg";"tiger"
"D:/dataset/random_dataset/06966.jpg";"dataset/random_dataset/06966.jpg";"tiger"
"D:/dataset/random_dataset/04780.jpg";"dataset/random_dataset/04780.jpg";"tiger"
"D:/dataset/random_dataset/05870.jpg";"dataset/random_dataset/05870.jpg";"tiger"
"D:/dataset/random_dataset/01034.jpg";"dataset/random_dataset/01034.jpg";"tiger"
"D:/dataset/random_dataset/09750.jpg";"dataset/random_dataset/09750.jpg";"tiger"
"D:/dataset/random_dataset/05302.jpg";"dataset/random_dataset/05302.jpg";"tiger"
"D:/dataset/random_dataset/04974.jpg";"dataset/random_dataset/04974.jpg";"tiger"
"D:/dataset/random_dataset/06995.jpg";"dataset/random_dataset/06995.jpg";"tiger"
"D:/dataset/random_dataset/01962.jpg";"dataset/random_dataset/01962.jpg";"tiger"
"D:/dataset/random_dataset/00255.jpg";"dataset/random_dataset/00255.jpg";"tiger"
"D:/dataset/random_dataset/05429.jpg";"dataset/random_dataset/05429.jpg";"tiger"
"D:/dataset/random_dataset/08687.jpg";"dataset/random_dataset/08687.jpg";"tiger"
"D:/dataset/random_dataset/02139.jpg";"dataset/random_dataset/02139.jpg";"tiger"
"D:/dataset/random_dataset/08644.jpg";"dataset/random_dataset/08644.jpg";"tiger"
"D:/dataset/random_dataset/00014.jpg";"dataset/random_dataset/00014.jpg";"tiger"
"D:/dataset/random_dataset/00923.jpg";"dataset/random_dataset/00923.jpg";"tiger"
"D:/dataset/random_dataset/03872.jpg";"dataset/random_dataset/03872.jpg";"tiger"
"D:/dataset/random_dataset/06113.jpg";"dataset/random_dataset/06113.jpg";"tiger"
"D:/dataset/random_dataset/05190.jpg";"dataset/random_dataset/05190.jpg";"tiger"
"D:/dataset/random_dataset/09156.jpg";"dataset/random_dataset/09156.jpg";"tiger"
"D:/dataset/random_dataset/08066.jpg";"dataset/random_dataset/08066.jpg";"tiger"
"D:/dataset/random_dataset/00808.jpg";"dataset/random_dataset/00808.jpg";"tiger"
"D:/dataset/random_dataset/06130.jpg";"dataset/random_dataset/06130.jpg";"tiger"
"D:/dataset/random_dataset/02135.jpg";"dataset/random_dataset/02135.jpg";"tiger"
"D:/dataset/random_dataset/04603.jpg";"dataset/random_dataset/04603.jpg";"tiger"
"D:/dataset/random_dataset/00977.jpg";"dataset/random_dataset/00977.jpg";"tiger"
"D:/dataset/random_dataset/02251.jpg";"dataset/random_dataset/02251.jpg";"tiger"
"D:/dataset/random_dataset/05769.jpg";"dataset/random_dataset/05769.jpg";"tiger"
"D:/dataset/random_dataset/00697.jpg";"dataset/random_dataset/00697.jpg";"tiger"
"D:/dataset/random_dataset/05089.jpg";"dataset/random_dataset/05089.jpg";"tiger"
"D:/dataset/random_dataset/00553.jpg";"dataset/random_dataset/00553.jpg";"tiger"
"D:/dataset/random_dataset/06454.jpg";"dataset/random_dataset/06454.jpg";"tiger"
"D:/dataset/random_dataset/01361.jpg";"dataset/random_dataset/01361.jpg";"tiger"
"D:/dataset/random_dataset/01807.jpg";"dataset/random_dataset/01807.jpg";"tiger"
"D:/dataset/random_dataset/04761.jpg";"dataset/random_dataset/04761.jpg";"tiger"
"D:/dataset/random_dataset/00456.jpg";"dataset/random_dataset/00456.jpg";"tiger"
"D:/dataset/random_dataset/09871.jpg";"dataset/random_dataset/09871.jpg";"tiger"
"D:/dataset/random_dataset/09471.jpg";"dataset/random_dataset/09471.jpg";"tiger"
"D:/dataset/random_dataset/07782.jpg";"dataset/random_dataset/07782.jpg";"tiger"
"D:/dataset/random_dataset/05680.jpg";"dataset/random_dataset/05680.jpg";"tiger"
"D:/dataset/random_dataset/01950.jpg";"dataset/random_dataset/01950.jpg";"tiger"
"D:/dataset/random_dataset/09033.jpg";"dataset/random_dataset/09033.jpg";"tiger"
"D:/dataset/random_dataset/02873.jpg";"dataset/random_dataset/02873.jpg";"tiger"
"D:/dataset/random_dataset/08495.jpg";"dataset/random_dataset/08495.jpg";"tiger"
"D:/dataset/random_dataset/06549.jpg";"dataset/random_dataset/06549.jpg";"tiger"
"D:/dataset/random_dataset/03496.jpg";"dataset/random_dataset/03496.jpg";"tiger"
"D:/dataset/random_dataset/02403.jpg";"dataset/random_dataset/02403.jpg";"tiger"
"D:/dataset/random_dataset/08067.jpg";"dataset/random_dataset/08067.jpg";"tiger"
"D:/dataset/random_dataset/09844.jpg";"dataset/random_dataset/09844.jpg";"tiger"
"D:/dataset/random_dataset/01594.jpg";"dataset/random_dataset/01594.jpg";"tiger"
"D:/dataset/random_dataset/09171.jpg";"dataset/random_dataset/09171.jpg";"tiger"
"D:/dataset/random_dataset/07213.jpg";"dataset/random_dataset/07213.jpg";"tiger"
"D:/dataset/random_dataset/03720.jpg";"dataset/random_dataset/03720.jpg";"tiger"
"D:/dataset/random_dataset/03168.jpg";"dataset/random_dataset/03168.jpg";"tiger"
"D:/dataset/random_dataset/08935.jpg";"dataset/random_dataset/08935.jpg";"tiger"
"D:/dataset/random_dataset/05074.jpg";"dataset/random_dataset/05074.jpg";"tiger"
"D:/dataset/random_dataset/03048.jpg";"dataset/random_dataset/03048.jpg";"tiger"
"D:/dataset/random_dataset/08386.jpg";"dataset/random_dataset/08386.jpg";"tiger"
"D:/dataset/random_dataset/09293.jpg";"dataset/random_dataset/09293.jpg";"tiger"
"D:/dataset/random_dataset/09907.jpg";"dataset/random_dataset/09907.jpg";"tiger"
"D:/dataset/random_dataset/07359.jpg";"dataset/random_dataset/07359.jpg";"tiger"
"D:/dataset/random_dataset/05576.jpg";"dataset/random_dataset/05576.jpg";"tiger"
"D:/dataset/random_dataset/05006.jpg";"dataset/random_dataset/05006.jpg";"tiger"
"D:/dataset/random_dataset/08328.jpg";"dataset/random_dataset/08328.jpg";"tiger"
"D:/dataset/random_dataset/04080.jpg";"dataset/random_dataset/04080.jpg";"tiger"
"D:/dataset/random_dataset/02743.jpg";"dataset/random_dataset/02743.jpg";"tiger"
"D:/dataset/random_dataset/03467.jpg";"dataset/random_dataset/03467.jpg";"tiger"
"D:/dataset/random_dataset/02526.jpg";"dataset/random_dataset/02526.jpg";"tiger"
"D:/dataset/random_dataset/02235.jpg";"dataset/random_dataset/02235.jpg";"tiger"
"D:/dataset/random_dataset/08598.jpg";"dataset/random_dataset/08598.jpg";"tiger"
"D:/dataset/random_dataset/07036.jpg";"dataset/random_dataset/07036.jpg";"tiger"
"D:/dataset/random_dataset/04066.jpg";"dataset/random_dataset/04066.jpg";"tiger"
"D:/dataset/random_dataset/06939.jpg";"dataset/random_dataset/06939.jpg";"tiger"
"D:/dataset/random_dataset/05526.jpg";"dataset/random_dataset/05526.jpg";"tiger"
"D:/dataset/random_dataset/09784.jpg";"dataset/random_dataset/09784.jpg";"tiger"
"D:/dataset/random_dataset/00706.jpg";"dataset/random_dataset/00706.jpg";"tiger"
"D:/dataset/random_dataset/06455.jpg";"dataset/random_dataset/06455.jpg";"tiger"
"D:/dataset/random_dataset/07217.jpg";"dataset/random_dataset/07217.jpg";"tiger"
"D:/dataset/random_dataset/03158.jpg";"dataset/random_dataset/03158.jpg";"tiger"
"D:/dataset/random_dataset/01199.jpg";"dataset/random_dataset/01199.jpg";"tiger"
"D:/dataset/random_dataset/06120.jpg";"dataset/random_dataset/06120.jpg";"tiger"
"D:/dataset/random_dataset/02315.jpg";"dataset/random_dataset/02315.jpg";"tiger"
"D:/dataset/random_dataset/00049.jpg";"dataset/random_dataset/00049.jpg";"tiger"
"D:/dataset/random_dataset/07016.jpg";"dataset/random_dataset/07016.jpg";"tiger"
"D:/dataset/random_dataset/01596.jpg";"dataset/random_dataset/01596.jpg";"tiger"
"D:/dataset/random_dataset/03584.jpg";"dataset/random_dataset/03584.jpg";"tiger"
"D:/dataset/random_dataset/08350.jpg";"dataset/random_dataset/08350.jpg";"tiger"
"D:/dataset/random_dataset/08498.jpg";"dataset/random_dataset/08498.jpg";"tiger"
"D:/dataset/random_dataset/04206.jpg";"dataset/random_dataset/04206.jpg";"tiger"
"D:/dataset/random_dataset/02436.jpg";"dataset/random_dataset/02436.jpg";"tiger"
"D:/dataset/random_dataset/06430.jpg";"dataset/random_dataset/06430.jpg";"tiger"
"D:/dataset/random_dataset/04227.jpg";"dataset/random_dataset/04227.jpg";"tiger"
"D:/dataset/random_dataset/06529.jpg";"dataset/random_dataset/06529.jpg";"tiger"
"D:/dataset/random_dataset/02304.jpg";"dataset/random_dataset/02304.jpg";"tiger"
"D:/dataset/random_dataset/04093.jpg";"dataset/random_dataset/04093.jpg";"tiger"
"D:/dataset/random_dataset/07942.jpg";"dataset/random_dataset/07942.jpg";"tiger"
"D:/dataset/random_dataset/01958.jpg";"dataset/random_dataset/01958.jpg";"tiger"
"D:/dataset/random_dataset/07658.jpg";"dataset/random_dataset/07658.jpg";"tiger"
"D:/dataset/random_dataset/03576.jpg";"dataset/random_dataset/03576.jpg";"tiger"
"D:/dataset/random_dataset/06408.jpg";"dataset/random_dataset/06408.jpg";"tiger"
"D:/dataset/random_dataset/07042.jpg";"dataset/random_dataset/07042.jpg";"tiger"
"D:/dataset/random_dataset/05399.jpg";"dataset/random_dataset/05399.jpg";"tiger"
"D:/dataset/random_dataset/02123.jpg";"dataset/random_dataset/02123.jpg";"tiger"
"D:/dataset/random_dataset/06436.jpg";"dataset/random_dataset/06436.jpg";"tiger"
"D:/dataset/random_dataset/01383.jpg";"dataset/random_dataset/01383.jpg";"tiger"
"D:/dataset/random_dataset/02183.jpg";"dataset/random_dataset/02183.jpg";"tiger"
"D:/dataset/random_dataset/09225.jpg";"dataset/random_dataset/09225.jpg";"tiger"
"D:/dataset/random_dataset/00578.jpg";"dataset/random_dataset/00578.jpg";"tiger"
"D:/dataset/random_dataset/07237.jpg";"dataset/random_dataset/07237.jpg";"tiger"
"D:/dataset/random_dataset/02012.jpg";"dataset/random_dataset/02012.jpg";"tiger"
"D:/dataset/random_dataset/07007.jpg";"dataset/random_dataset/07007.jpg";"tiger"
"D:/dataset/random_dataset/02736.jpg";"dataset/random_dataset/02736.jpg";"tiger"
"D:/dataset/random_dataset/07891.jpg";"dataset/random_dataset/07891.jpg";"tiger"
"D:/dataset/random_dataset/01297.jpg";"dataset/random_dataset/01297.jpg";"tiger"
"D:/dataset/random_dataset/01077.jpg";"dataset/random_dataset/01077.jpg";"tiger"
"D:/dataset/random_dataset/07229.jpg";"dataset/random_dataset/07229.jpg";"tiger"
"D:/dataset/random_dataset/07360.jpg";"dataset/random_dataset/07360.jpg";"tiger"
"D:/dataset/random_dataset/09199.jpg";"dataset/random_dataset/09199.jpg";"tiger"
"D:/dataset/random_dataset/09153.jpg";"dataset/random_dataset/09153.jpg";"tiger"
"D:/dataset/random_dataset/02723.jpg";"dataset/random_dataset/02723.jpg";"tiger"
"D:/dataset/random_dataset/02168.jpg";"dataset/random_dataset/02168.jpg";"tiger"
"D:/dataset/random_dataset/08345.jpg";"dataset/random_dataset/08345.jpg";"tiger"
"D:/dataset/random_dataset/07916.jpg";"dataset/random_dataset/07916.jpg";"tiger"
"D:/dataset/random_dataset/01008.jpg";"dataset/random_dataset/01008.jpg";"tiger"
"D:/dataset/random_dataset/00478.jpg";"dataset/random_dataset/00478.jpg";"tiger"
"D:/dataset/random_dataset/03630.jpg";"dataset/random_dataset/03630.jpg";"tiger"
"D:/dataset/random_dataset/03199.jpg";"dataset/random_dataset/03199.jpg";"tiger"
"D:/dataset/random_dataset/09124.jpg";"dataset/random_dataset/09124.jpg";"tiger"
"D:/dataset/random_dataset/00806.jpg";"dataset/random_dataset/00806.jpg";"tiger"
"D:/dataset/random_dataset/06894.jpg";"dataset/random_dataset/06894.jpg";"tiger"
"D:/dataset/random_dataset/01411.jpg";"dataset/random_dataset/01411.jpg";"tiger"
"D:/dataset/random_dataset/07802.jpg";"dataset/random_dataset/07802.jpg";"tiger"
"D:/dataset/random_dataset/05878.jpg";"dataset/random_dataset/05878.jpg";"tiger"
"D:/dataset/random_dataset/01484.jpg";"dataset/random_dataset/01484.jpg";"tiger"
"D:/dataset/random_dataset/01549.jpg";"dataset/random_dataset/01549.jpg";"tiger"
"D:/dataset/random_dataset/04133.jpg";"dataset/random_dataset/04133.jpg";"tiger"
"D:/dataset/random_dataset/09872.jpg";"dataset/random_dataset/09872.jpg";"tiger"
"D:/dataset/random_dataset/03058.jpg";"dataset/random_dataset/03058.jpg";"tiger"
"D:/dataset/random_dataset/04639.jpg";"dataset/random_dataset/04639.jpg";"tiger"
"D:/dataset/random_dataset/03201.jpg";"dataset/random_dataset/03201.jpg";"tiger"
"D:/dataset/random_dataset/08392.jpg";"dataset/random_dataset/08392.jpg";"tiger"
"D:/dataset/random_dataset/07579.jpg";"dataset/random_dataset/07579.jpg";"tiger"
"D:/dataset/random_dataset/03942.jpg";"dataset/random_dataset/03942.jpg";"tiger"
"D:/dataset/random_dataset/06323.jpg";"dataset/random_dataset/06323.jpg";"tiger"
"D:/dataset/random_dataset/03935.jpg";"dataset/random_dataset/03935.jpg";"tiger"
"D:/dataset/random_dataset/05354.jpg";"dataset/random_dataset/05354.jpg";"tiger"
"D:/dataset/random_dataset/08919.jpg";"dataset/random_dataset/08919.jpg";"tiger"
"D:/dataset/random_dataset/02291.jpg";"dataset/random_dataset/02291.jpg";"tiger"
"D:/dataset/random_dataset/07449.jpg";"dataset/random_dataset/07449.jpg";"tiger"
"D:/dataset/random_dataset/04750.jpg";"dataset/random_dataset/04750.jpg";"tiger"
"D:/dataset/random_dataset/02514.jpg";"dataset/random_dataset/02514.jpg";"tiger"
"D:/dataset/random_dataset/03227.jpg";"dataset/random_dataset/03227.jpg";"tiger"
"D:/dataset/random_dataset/02307.jpg";"dataset/random_dataset/02307.jpg";"tiger"
"D:/dataset/random_dataset/09459.jpg";"dataset/random_dataset/09459.jpg";"tiger"
"D:/dataset/random_dataset/06889.jpg";"dataset/random_dataset/06889.jpg";"tiger"
"D:/dataset/random_dataset/01730.jpg";"dataset/random_dataset/01730.jpg";"tiger"
"D:/dataset/random_dataset/00832.jpg";"dataset/random_dataset/00832.jpg";"tiger"
"D:/dataset/random_dataset/02113.jpg";"dataset/random_dataset/02113.jpg";"tiger"
"D:/dataset/random_dataset/08477.jpg";"dataset/random_dataset/08477.jpg";"tiger"
"D:/dataset/random_dataset/03463.jpg";"dataset/random_dataset/03463.jpg";"tiger"
"D:/dataset/random_dataset/04941.jpg";"dataset/random_dataset/04941.jpg";"tiger"
"D:/dataset/random_dataset/09375.jpg";"dataset/random_dataset/09375.jpg";"tiger"
"D:/dataset/random_dataset/03499.jpg";"dataset/random_dataset/03499.jpg";"tiger"
"D:/dataset/random_dataset/08739.jpg";"dataset/random_dataset/08739.jpg";"tiger"
"D:/dataset/random_dataset/08503.jpg";"dataset/random_dataset/08503.jpg";"tiger"
"D:/dataset/random_dataset/08845.jpg";"dataset/random_dataset/08845.jpg";"tiger"
"D:/dataset/random_dataset/03842.jpg";"dataset/random_dataset/03842.jpg";"tiger"
"D:/dataset/random_dataset/06987.jpg";"dataset/random_dataset/06987.jpg";"tiger"
"D:/dataset/random_dataset/08265.jpg";"dataset/random_dataset/08265.jpg";"tiger"
"D:/dataset/random_dataset/04885.jpg";"dataset/random_dataset/04885.jpg";"tiger"
"D:/dataset/random_dataset/01404.jpg";"dataset/random_dataset/01404.jpg";"tiger"
"D:/dataset/random_dataset/00035.jpg";"dataset/random_dataset/00035.jpg";"tiger"
"D:/dataset/random_dataset/08526.jpg";"dataset/random_dataset/08526.jpg";"tiger"
"D:/dataset/random_dataset/09897.jpg";"dataset/random_dataset/09897.jpg";"tiger"
"D:/dataset/random_dataset/08019.jpg";"dataset/random_dataset/08019.jpg";"tiger"
"D:/dataset/random_dataset/04365.jpg";"dataset/random_dataset/04365.jpg";"tiger"
"D:/dataset/random_dataset/08884.jpg";"dataset/random_dataset/08884.jpg";"tiger"
"D:/dataset/random_dataset/04699.jpg";"dataset/random_dataset/04699.jpg";"tiger"
"D:/dataset/random_dataset/03357.jpg";"dataset/random_dataset/03357.jpg";"tiger"
"D:/dataset/random_dataset/02402.jpg";"dataset/random_dataset/02402.jpg";"tiger"
"D:/dataset/random_dataset/06790.jpg";"dataset/random_dataset/06790.jpg";"tiger"
"D:/dataset/random_dataset/03946.jpg";"dataset/random_dataset/03946.jpg";"tiger"
"D:/dataset/random_dataset/04605.jpg";"dataset/random_dataset/04605.jpg";"tiger"
"D:/dataset/random_dataset/05767.jpg";"dataset/random_dataset/05767.jpg";"tiger"
"D:/dataset/random_dataset/00803.jpg";"dataset/random_dataset/00803.jpg";"tiger"
"D:/dataset/random_dataset/01504.jpg";"dataset/random_dataset/01504.jpg";"tiger"
"D:/dataset/random_dataset/07009.jpg";"dataset/random_dataset/07009.jpg";"tiger"
"D:/dataset/random_dataset/05606.jpg";"dataset/random_dataset/05606.jpg";"tiger"
"D:/dataset/random_dataset/08999.jpg";"dataset/random_dataset/08999.jpg";"tiger"
"D:/dataset/random_dataset/00350.jpg";"dataset/random_dataset/00350.jpg";"tiger"
"D:/dataset/random_dataset/08035.jpg";"dataset/random_dataset/08035.jpg";"tiger"
"D:/dataset/random_dataset/08145.jpg";"dataset/random_dataset/08145.jpg";"tiger"
"D:/dataset/random_dataset/00076.jpg";"dataset/random_dataset/00076.jpg";"tiger"
"D:/dataset/random_dataset/07190.jpg";"dataset/random_dataset/07190.jpg";"tiger"
"D:/dataset/random_dataset/07464.jpg";"dataset/random_dataset/07464.jpg";"tiger"
"D:/dataset/random_dataset/01461.jpg";"dataset/random_dataset/01461.jpg";"tiger"
"D:/dataset/random_dataset/07493.jpg";"dataset/random_dataset/07493.jpg";"tiger"
"D:/dataset/random_dataset/02877.jpg";"dataset/random_dataset/02877.jpg";"tiger"
"D:/dataset/random_dataset/01002.jpg";"dataset/random_dataset/01002.jpg";"tiger"
"D:/dataset/random_dataset/04403.jpg";"dataset/random_dataset/04403.jpg";"tiger"
"D:/dataset/random_dataset/04242.jpg";"dataset/random_dataset/04242.jpg";"tiger"
"D:/dataset/random_dataset/01671.jpg";"dataset/random_dataset/01671.jpg";"tiger"
"D:/dataset/random_dataset/03543.jpg";"dataset/random_dataset/03543.jpg";"tiger"
"D:/dataset/random_dataset/01867.jpg";"dataset/random_dataset/01867.jpg";"tiger"
"D:/dataset/random_dataset/09849.jpg";"dataset/random_dataset/09849.jpg";"tiger"
"D:/dataset/random_dataset/04981.jpg";"dataset/random_dataset/04981.jpg";"tiger"
"D:/dataset/random_dataset/06332.jpg";"dataset/random_dataset/06332.jpg";"tiger"
"D:/dataset/random_dataset/06209.jpg";"dataset/random_dataset/06209.jpg";"tiger"
"D:/dataset/random_dataset/01299.jpg";"dataset/random_dataset/01299.jpg";"tiger"
"D:/dataset/random_dataset/01432.jpg";"dataset/random_dataset/01432.jpg";"tiger"
"D:/dataset/random_dataset/01405.jpg";"dataset/random_dataset/01405.jpg";"tiger"
"D:/dataset/random_dataset/04354.jpg";"dataset/random_dataset/04354.jpg";"tiger"
"D:/dataset/random_dataset/08645.jpg";"dataset/random_dataset/08645.jpg";"tiger"
"D:/dataset/random_dataset/09355.jpg";"dataset/random_dataset/09355.jpg";"tiger"
"D:/dataset/random_dataset/05935.jpg";"dataset/random_dataset/05935.jpg";"tiger"
"D:/dataset/random_dataset/07678.jpg";"dataset/random_dataset/07678.jpg";"tiger"
"D:/dataset/random_dataset/09400.jpg";"dataset/random_dataset/09400.jpg";"tiger"
"D:/dataset/random_dataset/09182.jpg";"dataset/random_dataset/09182.jpg";"tiger"
"D:/dataset/random_dataset/08642.jpg";"dataset/random_dataset/08642.jpg";"tiger"
"D:/dataset/random_dataset/08118.jpg";"dataset/random_dataset/08118.jpg";"tiger"
"D:/dataset/random_dataset/06227.jpg";"dataset/random_dataset/06227.jpg";"tiger"
